link,title,content
http://help.remotepass.com/en/articles/8579421-how-to-initiate-a-termination-request-for-an-eor-employee,How to initiate a Termination request for an EOR Employee?,"**How to initiate a Termination request for an EOR Employee?**

**Important note:** To ensure complete adherence to local labor regulations, RemotePass must assume primary responsibility for all communication with employees regarding terminations.

To submit a **Termination Request**, follow the steps below:

1. Open your contract and click the **Request Termination** button below the contract timeline on the right.
2. Choose the reason for termination: either **Employee resignation** or **Employer termination**.
3. Indicate the potential last day (if applicable) and include a clarification note to specify your request.
4. Proceed to click on the **Submit** button.

Upon submission of your request, a ticket will be generated in your name, and the RemotePass team will be notified to conduct a thorough review of your request and follow up with you."
http://help.remotepass.com/en/articles/6999169-how-to-setup-payroll-approval,How to setup Payroll Approval?,"**Payment Approval** is a useful feature that provides an additional layer of control to the Default approval process by allowing you to **_review and approve_** payments before they can be processed.

To enable the **Payment Approval** feature, follow these steps:
1. Go to **Company Settings**.
2. Click on **the Approvals** tab.
3. Switch **On** the **Require approval for all payments** toggle.

Once enabled, all payments will have to be approved by the designated approvers of each contract or by the admin before they can be paid.

To approve payments **in bulk**:
1. Go to the **Activity** page.
2. Click on the **Review** button, under the **Pending review** bloc.
3. Select the payments you wish to approve and click on the **Approve** button.

To approve payments **individually**:
1. Open the **Contract Details** page and select the **Payments** tab.
2. **Approve** or **Decline** payments individually.

💡 The decline action is not reversible.

**Notes**
* **Admin** role can **view/approve/decline** payments for all contracts.
* **Accountant & HR** roles can **view** payments for all contracts and can **only approve/decline** payments for contracts they are assigned to as approvers.
* **Manager** role can **only view/approve/decline** payment for contracts they are assigned to as approvers.

To view who **approved/declined** a payment and timestamp, open **contract details**, select the **Payments tab**, and click on the _3-dot icon_ next to each payment."
http://help.remotepass.com/en/articles/6232618-how-to-process-payments-for-full-time-employees-on-remotepass,How to process payments for full-time employees on RemotePass,"For your team members to get paid on time, RemotePass usually submits **invoices for review on the 20th** of the month. To release payments on time please follow these steps:

**Step 1. Review and approve the payroll invoice**
--------------------------------------------------
The first step is to **review and approve** **the employee's monthly payroll invoice** on RemotePass.
* Open the employee **contract**
* Click on the **invoices** tab
* **Download** and review the invoice
* Click on the **green** **approve** button

If you have multiple employees under RemotePass payroll, please review their invoices, one by one.

**Step 2. Process payment**
---------------------------
* Go to the **Dashboard**
* Click on the blue **Pay** button located in the Payment due section
* Select the EOR payment
* Click on the **Pay** button
* Select your **payment method**

In case you use wire transfer, please copy the **BT reference provided** and mention it in the transfer details for traceability.

Below is a **step-by-step video** to help you out."
http://help.remotepass.com/en/articles/5602817-how-to-manage-withholding-tax-for-your-remote-team,How to manage withholding tax for your remote team?,"How to manage withholding tax for your remote team?
Learn how to manage and automate withholding tax deductions when paying your global team.

Written by Souha E.
Updated over 3 years ago

As a client, you can define a withholding tax rate to be automatically deducted from payments to your remote team and streamline your entire payment process.
1. Open the **Contract**
2. Click on the **Settings** tab
3. Scroll down to the section **Withholding tax**
4. Set the **Tax rate**
_Optional: You can click on **enable** to apply this deduction to **expense payments**._

💡 Note
* The rate will be applied to **all unpaid and future payments**. The amount will be deducted automatically from each payment and will be reflected on your team member's invoice.
* You can download a detailed invoices report under **Invoices**, as you click on **Reports** to see a recap of all the deductions applied to your remote team's payments.

Below is a step-by-step guide to help you set it up, along with an example highlighting the tax deduction from expenses.
Did this answer your question?"
http://help.remotepass.com/en/articles/5262622-how-manage-multiple-entities-under-same-account,How manage multiple entities under same account?,"How manage multiple entities under same account?
Learn how to add and manage multiple entities under the same account.

As an admin, you have the ability to add and manage multiple entities to your account.
* Click on your entity name, located on the lower left corner.
* Select +**Add Entity**.
* Add the **entity details** and invite **users** who will manage the new entity.

All set! You can now easily switch between the entities by clicking on the entity name on the lower left corner.

💡 Tips
* Users can only access contracts under the entity they are assigned to.
* Contract and invoices will show the entity details of the entity they're assigned to.
* You can assign a user to more than one entity with the same or different role. Learn more about the user roles [here](https://help.remotepass.com/en/articles/5123137-what-are-the-different-roles-types)."
http://help.remotepass.com/en/articles/5014150-how-to-apply-vat-to-a-contract,How to apply VAT to a contract?,"How to apply VAT to a contract?

Learn how to manage VAT for all payments of a contract.

Applying VAT to a contract is very simple:
1. Open the contract.
2. Find **VAT** under the **Settings** section and click on **Edit**.
3. Enter the **VAT percentage** and click Save.
4. Done.

The VAT percentage will be automatically calculated and applied to all **Unpaid** payments and **future** payments.

💡Note
* VAT will not be applied to expenses.
* VAT is optional for payment adjustments."
http://help.remotepass.com/en/articles/4718983-how-to-take-in-charge-the-transfer-fee,How to take in-charge the transfer fee?,"How to take in-charge the transfer fee?
Learn how to incorporate the fee to ensure your contractor receives the exact compensation every cycle.

For non-USD, EUR, GBP, and AUD contracts
----------------------------------------
When contracts are in currencies **other than USD, EUR, GBP, and AUD**, contractors **will not incur any transfer** fees when withdrawing funds to their local bank account in the respective currency.

For USD, EUR, GBP, and AUD contracts
------------------------------------
When contracts **are in USD, EUR, GBP, and AUD**, contractors _will be subject to transfer fees_ when withdrawing funds, which will vary based on their _bank account currency and country_. As a client, you now have the option to enable the feature **Client will take in-charge the transfer fees**, allowing you to pre-pay for these fees.

Here's how to do it:
When this feature is activated, the transfer fee will be automatically calculated using the contractor's default account on file, and it will be included during the payment steps."
http://help.remotepass.com/en/articles/4539192-how-to-adjust-a-payment,How to adjust a payment?,"**How to adjust a payment?**

Learn how to adjust a payment in a few clicks.

As a client, you can adjust a payment to add an amount (bonus, expense...) or deduct an amount (unpaid time off...).

1. Open the contract & click on the '**Payments**' tab.
2. Click on the '**Adjust+-**' button.
3. Select the **type** of adjustment (add or deduct), select the **reason**, the **amount** and confirm.

You can remove the adjustment by clicking on the **bin** icon."
http://help.remotepass.com/en/articles/4361281-how-do-i-pay-a-contractor,How do I pay a contractor?,"**How do I pay a contractor?**

Payment is straightforward via RemotePass. To pay a specific contract:
* Go to the homepage & click on the blue **Pay** button located in the “**Payment due**” bloc.
* Select the specific contractor payment(s) you wish to pay and click on the **Pay** button.
* You will be guided on the step-by-step process, select your payment method and make the payment."
http://help.remotepass.com/en/articles/4361282-how-does-mass-payment-work,How does Mass Payment work?,"How does Mass Payment work?

Learn how to process your payroll on RemotePass.

Payment is straightforward via RemotePass. To process multiple payments:
* Go to the homepage
* Click on the blue **Pay** button located in the **Payment due** bloc
* Click on the **Pay** button
* You will be guided on the step-by-step process to **select your payment method** and **make the payment**

[Click here](https://help.remotepass.com/en/articles/4361284-what-payment-methods-are-available-via-remotepass) to learn more about the available payment methods and clearance time line."
http://help.remotepass.com/en/articles/4361284-what-payment-methods-are-available-via-remotepass,What payment methods are available via RemotePass?,"**What payment methods are available via RemotePass?**

Learn about the fees and timelines for the different payment methods.

**Payment method** | **Fee** | **Time to clear**
--- | --- | ---
International Wire transfer (SWIFT) | $5 flat | 1 to 3 working days
Domestic Wire transfer | $5 flat | 1 to 2 working days
ACH (US banks only) | $5 flat | 1 working day
SEPA (EU banks only) | $6 flat | 3 to 5 working days
Wise (Wise account holders only) | $5 flat | 1 working day
Mercury (Mercury account holders only) | $5 flat | 1 working day
Credit or debit card | 3.9% processing fee | 2 hours"
http://help.remotepass.com/en/articles/4361331-in-what-currency-can-i-pay-my-remote-team,In what currency can I pay my remote team?,"In what currency can I pay my remote team?

Learn more about the different contract currencies available on RemotePass.

Currently, RemotePass supports contracts in USD, EUR, GBP, AED, MAD, QAR, PLN, ZAR, DKK, INR, JOD, PHP, EGP, AUD, CAD, COP, MXN, SGD, SAR, PKR, XOF, NOK, SEK, ILS, and XAF. You can pay team members in any of these currencies.

More currencies will be added soon.

Remote teams can choose to withdraw their funds in any of 126+ currencies and at the best rates. Bank transfers are powered by different payment processors."
http://help.remotepass.com/en/articles/4361334-what-kinds-of-payment-cycles-are-there,What kinds of payment cycles are there?,"What kinds of payment cycles are there?

For **Fixed & Pay as You Go** contracts, we offer 4 payment frequencies:
* **Every week**
* **Every other week**
* **Twice per month**
* **Monthly**

For **Milestone**, the payment is due within 5 days of work submission & approval."
http://help.remotepass.com/en/articles/4361339-does-remotepass-provide-invoices-for-the-contracts,Does RemotePass provide invoices for the contracts?,"**Does RemotePass provide invoices for the contracts?**

Yes, invoices are instantly generated on behalf of the contractor after the client’s payment is confirmed. Invoices are accessible via the invoices tab on the left side bar."
http://help.remotepass.com/en/articles/4361341-how-long-does-it-take-to-create-an-invoice,How long does it take to create an invoice?,"How long does it take to create an invoice?

Invoices are instantly generated on behalf of the contractor after the client’s payment is confirmed."
http://help.remotepass.com/en/articles/8106361-how-to-make-a-payment-with-wise,How to make a payment with Wise?,"**How to make a payment with Wise?**

Wise account holders have the convenience of sending money to RemotePass's Wise email address.  
⚠️ You must have a Wise Business account to use this payment method.

**Go to your RemotePass Account:**
1. Navigate to the homepage and click on **Pay**.
2. Select the **Wise** payment method and proceed by clicking **Continue.**
3. Review the payment recap and click **I'll make the transfer** and download your statement.

**Now go to your Wise account:**
1. Select the **Send Money**.
2. Choose the specific **Wise currency account** you wish to utilize.
3. Enter the **precise amount** and **currency** as indicated on your statement.
4. Select **Business or Charity box**, enter RemotePass's Wise account wise@remotepass.com and select **RemotePass, Inc**.
5. On the last step, make sure to review the payment summary and **include the RemotePass transaction number** under the reference field.
6. Lastly, click **Continue** to confirm your payment.

⚠️ **Note**
- Supported currencies for Wise payment method: USD, EUR, GBP, AUD
- A fee of $5 applies to Wise payment.
- Wise payments are received within minutes."
http://help.remotepass.com/en/articles/8405792-how-to-generate-reports,How to generate reports?,"How to generate reports?
Learn how to view analytics and generate custom reports.

Log in to your account as a client and navigate to the **Reports** page. Here, you will find various graphs providing insights into your team's _global distribution, retention, cost, and spending_. You also have the ability to generate detailed reports.

1. Click on the **Generate Report** button.
2. Select the desired **report type** from the following options:
   * Invoices
   * Expenses
   * Contracts
   * Team
   * Transactions
   * Work
3. Click on the **Export** button and choose either _CSV or Excel_ format for your report."
http://help.remotepass.com/en/articles/8769367-default-approvals-approval-flows,Default Approvals & Approval Flows?,"**How does Default Approval work?**
-----------------------------------
When you create a new contract, the **default approval** setting is applied where any of the assigned approvers can **approve or decline** items related to a specific contract. _These items include expenses, work submissions, invoices, and time off requests._ You can change approvers at any time under the **Contract Settings** tab. If you need more advanced workflows with multiple approvers in a sequence, check out Approval Flow.

**How to set up Approval Flows?**
---------------------------------
The **Approval Flows** feature is convenient for large teams seeking to streamline their processes. It allows for creating workflows with **up to _5 sequential approvers_** for approving payment-related items, such as Expenses, Invoices, Work Submissions/Timesheets, and Payments. Here's a step-by-step guide to creating an approval flow:

❓ **How to create an Approval Flow?** Once you've configured your custom approval flows, you can assign them to contracts.

❓**How to assign an Approval Flow to a contract?**
--------------------------------------------------
**That's it!** 

**Here is how it works 👇** All Expenses, Work Submissions/Timesheets, Invoices, and Payment items for this contract will follow the assigned approval flow. Each approver will be notified to review in sequence unless one of them declines the item. The submitter, whether a contractor or employee, will have visibility into the approval sequence and can view the status at each step.

💬 FAQs:
**What happens if one of the approvers is no longer active?** If an Approver's account is deactivated, they will be automatically removed from the approval sequence.

**What happens if a flow is updated?** You can update your custom approval flow at any time; however, any change will reset the approval for all items that have yet to be fully approved or declined.

**What happens if a flow is deleted?** If a flow is deleted, the default flow will automatically be assigned to the relevant contracts."
http://help.remotepass.com/en/articles/9950950-how-to-adjust-payments-in-bulk,How to Adjust Payments in Bulk?,"**How to Adjust Payments in Bulk?**

Learn how to adjust multiple payments.

**Updating the CSV File**

**Submitting the Adjustments**

**FAQ**

**From which payment cycle amounts are deducted?**
Deductions are reflected in the workers’ last payment cycle."
http://help.remotepass.com/en/articles/10214945-how-to-upload-my-transfer-receipts-on-remotepass,How to upload my transfer receipts on RemotePass,"Keep your financial records organized and notify our finance team with ease when you make a wire transfer! With the **Transfer Receipt Upload** feature, you can securely upload and manage transfer receipts for your transactions.

Follow these simple steps to get started:

**Step 1: Initiate Your Payment**
1. Log in to your RemotePass account and go to the homepage.
2. Locate the **Payment Due** block and click the blue **Pay** button.
3. Click **Pay** to proceed.
4. Follow the guided steps to **select your payment method** and complete your payment.

**Step 2: Upload your Receipt**
1. Once your payment is processed, go to the **Transactions** page.
2. Click the **three dots** next to the transaction you want to upload a receipt for.
3. Choose **Upload Transfer Receipt** from the dropdown menu.
4. Drag and drop your file or click **Upload** to select the receipt file from your device.
5. Click **Save** to complete the upload.

**FAQs**
**Q: What file formats can I upload?**
A: You can upload PDF files only.

**Q: How can I ensure my receipt was uploaded successfully?**
A: After saving, you’ll see the receipt listed in the transaction details. If needed, you can re-upload the file.

**Q: What happens after I upload my receipt?**
A: Our finance team is notified instantly and will process your receipt accordingly.

**Need Assistance?**
If you have any questions or encounter issues, our support team is here to help. Contact us at support@remotepass.com"
http://help.remotepass.com/en/articles/5258979-how-to-request-additional-documentation-from-your-contractor,How to request additional documentation from your contractor?,As a client you have the ability to request additional documentation from your contractors. That's it! An email notification will be sent requesting your contractor to upload the document. You can access and download the documents uploaded by your contractor under the documents tab in their **contract details** or directly from the documents tab in your **menu**.
http://help.remotepass.com/en/articles/4361344-what-compliance-documents-do-i-need-to-submit,What compliance documents do I need to submit?,"**What compliance documents do I need to submit?**

As a client/company, you are requested to fill out your company profile with all details (Legal entity name, type, address, registration/tax identification). Without this information, you will not be able to activate & sign contracts."
http://help.remotepass.com/en/articles/4361346-how-do-i-terminate-a-contract,How do I terminate a contract?,"How do I terminate a contract?

Sometimes you need to terminate an existing contract. You can terminate contracts as per the terms and conditions both parties have agreed on and notice period outlined in the contract.

1. Click on the **Contracts** tab located on the left side bar.
2. Click on the **Contract ID** to open the contract details.
3. Click on the “**Terminate Contract**” link & confirm."
http://help.remotepass.com/en/articles/4361348-what-if-my-employees-don-t-submit-a-kyc,What if my employees don’t submit a KYC?,"### What if my employees don’t submit a KYC?

A KYC is necessary to verify the identity of the payee. Payment without KYC also risks breaching the Anti-Money Laundering (AML) regulations; we hence want to avoid this by operating compliantly to regulations."
http://help.remotepass.com/en/articles/5568620-how-to-integrate-netsuite-with-remotepass,How to integrate NetSuite with RemotePass?,"RemotePass integrates with NetSuite to automatically sync your remote team's cost data with NetSuite and streamline your accounting processes. This integration will automatically sync all RemotePass invoices, by creating a bill on your account on NetSuite when payments are processed. On top of that, when you integrate it for the first time, we will sync all past invoices.

Below is a video that guides you through the steps for setting up your NetSuite account:

Now, it's time to integrate your NetSuite account with RemotePass.

1. Login to your client account.
2. Click on company settings, then open the **integrations** tab.
3. Click on **enable NetSuite** and **plug in your account details** which can be found on your NetSuite account.
4. Next, complete your **account mapping** as you match your RemotePass **categories** to your **NetSuite accounts**.
5. Complete your **vendor mapping** on RemotePass as you select the **start date** for syncing your invoices, and the options to **auto-sync** your invoices and contractors.
6. Check the created **invoices** in your NetSuite account under **bills** in the **Payables** category.

That's it, your NetSuite account will now automatically sync your remote team's data."
http://help.remotepass.com/en/articles/5472316-how-to-integrate-xero-to-remotepass,How to integrate Xero to RemotePass?,"**How to integrate Xero to RemotePass?**

RemotePass integrates with Xero to automatically sync your remote team's cost data with Xero and streamline your accounting processes. This integration will automatically sync all RemotePass invoices by creating a bill on your account on Xero when payments are processed. On top of that, when you integrate it for the first time, we will sync all past invoices.

1. Login to your client account.
2. Click on **company settings**, then open the **integrations** tab.
3. Click on **enable Xero** and log in to your Xero account.
4. Once logged in, complete your **account mapping** as you match your RemotePass **categories** to your **Xero accounts**.
5. Complete your **vendor mapping** on RemotePass as you select the **start date** for syncing your invoices, and the options to **auto-sync** your invoices and contractors.
6. Check the created **invoices** in your Xero account under **Accounts Receivable**.

That's it, your Xero account will now automatically sync your remote team's data.

Below is a video that will guide you through the steps of integrating Xero into your RemotePass account."
http://help.remotepass.com/en/articles/5591011-how-to-integrate-bamboohr-with-remotepass,How to integrate BambooHR with RemotePass?,"Title: How to integrate BambooHR with RemotePass? | RemotePass Help Center

RemotePass allows you to streamline your hiring and ongoing HR processes by adding your remote team's information to BambooHR and updating the job information relevant to signed or amended contracts on an ongoing basis.

Here is a step by step guide on how to integrate BambooHR with RemotePass:
1. Log in to your BambooHR account and create a new **API Key** to connect your RemotePass account.
2. Log in to your RemotePass account.
3. Click on company settings, then open the **integrations** tab.
4. Click on **enable BambooHR**, and follow the steps as you enter your BambooHR **subdomain** and **API key.**
5. Choose which data you would like to sync when creating a new hire.
6. Select the types of contracts that you would like to auto-sync in the future.
7. Complete your integration as you choose if you would like to **sync all the existing contracts**. You can choose to enable all or to link only some of the entries on the list.
8. Check the created **contracts** in your BambooHR account under **people.**

That's it, your BambooHR account will now automatically sync your remote team's data.

Below is a video that will guide you through the steps of integrating BambooHR into your RemotePass account."
http://help.remotepass.com/en/articles/5559440-how-to-integrate-freshbooks-with-remotepass,How to integrate Freshbooks with RemotePass?,"**How to integrate Freshbooks with RemotePass?**

Learn how you can integrate Freshbooks with RemotePass with a few clicks!

RemotePass integrates with Freshbooks to automatically sync your remote team's cost data with Freshbooks and streamline your accounting processes. This integration will automatically sync all RemotePass invoices, by creating a bill on your account on Freshbooks when payments are processed. On top of that, when you integrate it for the first time - we will sync all past invoices.

1. Login to your client account.
2. Click on company settings, then open the **integrations** tab.
3. Click on **enable Freshbooks** and log in to your Freshbooks account.
4. Once logged in, complete your **account mapping** as you match your RemotePass **categories** to your **Freshbooks accounts**.
5. Complete your **vendor mapping** on RemotePass as you select the **start date** for syncing your invoices, and the options to **auto-sync** your invoices and contractors.
6. Check the created invoices in your Freshbooks account in the **bills section** under **expenses.**

That's it, your Freshbooks account will now automatically sync your remote team's data."
http://help.remotepass.com/en/articles/5559450-how-to-integrate-zoho-with-remotepass,How to integrate Zoho with RemotePass?,"RemotePass integrates with Zoho to automatically sync your remote team's cost data with Zoho and streamline your accounting processes. This integration will automatically sync all RemotePass invoices, by creating a bill on your account on Zoho when payments are processed. On top of that, when you integrate it for the first time - we will sync all past invoices.

1. Login to your client account.
2. Click on company settings, then open the **integrations** tab.
3. Click on **enable Zoho** and select the **Zoho organization to connect with your company.**
4. Complete your **account mapping** as you match your RemotePass **categories** to your **Zoho accounts**.
5. Complete your **vendor mapping** on RemotePass as you select the **start date** for syncing your invoices, and the options to **auto-sync** your invoices and contractors.
6. Check the created **invoices** in your Zoho account under **expenses.**

That's it, your Zoho account will now automatically sync your remote team's data. Below is a video that will guide you through the steps of integrating Zoho into your RemotePass account."
http://help.remotepass.com/en/articles/5559399-how-to-integrate-quickbooks-with-remotepass,How to integrate Quickbooks with RemotePass?,"RemotePass integrates with Quickbooks to automatically sync your remote team's cost data with Quickbooks and streamline your accounting processes. This integration will automatically sync all RemotePass invoices, by creating a bill on your account on Quickbooks when payments are processed. On top of that, when you integrate it for the first time - we will sync all past invoices.

1. Login to your client account.
2. Click on company settings, then open the **integrations** tab.
3. Click on **enable Quickbooks**, log in to your Quickbooks account and select the Quickbooks company that you would like to connect to RemotePass.
4. Complete your **account mapping** as you match your RemotePass **categories** to your **Quickbooks accounts**.
5. Complete your **vendor mapping** on RemotePass as you select the **start date** for syncing your invoices, and the options to **auto-sync** your invoices and contractors.
6. Check the created **invoices** in your Quickbooks account under the **bills filter** in your **expenses tab**.

That's it, your Quickbooks account will now automatically sync your remote team's data. Below is a video that will guide you through the steps of integrating Quickbooks into your RemotePass account."
http://help.remotepass.com/en/articles/9330637-how-to-run-a-background-check-for-contractors-and-employees,How to Run a Background Check for Contractors and Employees,"RemotePass has teamed up with Certn to provide companies with the ability to conduct background checks. Through RemotePass, clients can request Certn's SoftCheck background checks for individual workers or in bulk for multiple workers. These background checks are available for all types of contract arrangements, including contractors, EOR employees, and direct employees.

How does Background Check work on RemotePass?
Clients can request a SoftCheck Background Check for any type of contract both before and after the worker is onboarded.

How can a client request a Background Check?
Clients have two methods to request Background Checks, either individually or in bulk.

Is Background Check available for all countries?
SoftCheck Background Check is available globally, except for workers in the United States.

What is the process for SoftCheck?
For data privacy reasons, RemotePass does not have access to the report. The link to download the report is secure and hosted on Certn servers.

Does RemotePass share worker information with Certn?
Apart from the worker's email address, RemotePass does not share any additional details about the worker.

How does payment work?
Each background check costs $29. An invoice is automatically added to the client's account once the worker accepts the request.

Is Certn certified?
Yes, Certn holds the highest levels of data security, being certified with SOC 2, SOC 3, and ISO 27001."
http://help.remotepass.com/en/articles/9795083-how-to-receive-notifications-and-approve-items-through-slack,How to Receive Notifications and Approve Items through Slack,"Title: How to Receive Notifications and Approve Items through Slack | RemotePass Help Center

As an admin or manager on the RemotePass account, you can receive notifications directly through Slack for reviewing and approving time off requests, expenses, payments, and timesheets.

To connect your Slack account with RemotePass:
1. Go to **Profile Settings >> Notifications** and enable a Slack connection.
2. Authorize your workspace to connect with RemotePass.
3. Once connected, the **RemotePass app** will be available in your Slack workspace, and all RemotePass notifications will be sent there.
4. Choose which notification type to receive.

❓ FAQs
------
**Can my colleagues see my Slack notifications from RemotePass?**
No, notifications that need your attention are only sent to the RemotePass app within your Slack workspace.

**What if an item has already been approved via RemotePass web or mobile apps?**
You will be informed that the action has already been completed if you try to approve/decline."
http://help.remotepass.com/en/articles/4877696-how-do-i-change-my-contractor-type-from-individual-to-entity,How do I change my contractor type from Individual to Entity?,"When you first create your contractor account, you will have the option to choose a type Individual or Entity. You can always change your contractor account type, in a few clicks:

1. Go to the homepage & click on profile icon and then **Profile settings**
2. Under **Contractor type** change select **Entity**
3. Enter the entity information and **Save**

The information that you enter here is what will be applied to your contract and to your invoices. After you change a contractor account type, your information on active contracts will remain the same. The new information will only be applied to new & pending contracts."
http://help.remotepass.com/en/articles/4361349-how-do-i-sign-a-contract,How do I sign a contract?,"When you are added to a contract, you will receive an email notification to Review & Sign the contract. Click on the link in the email and then Sign in (If you already have an account) or Sign up (if you don’t have an account):

1. Click on the **Contracts** tab located on the left side bar.
2. Click on the **Contract ID** to open the contract details.
3. Click on the blue button “**Sign**”.
4. The contract will be displayed on a pop-up with a button to sign it electronically by entering your ""**first and last name**"" and then click on '**Agree & Sign'**.

The contract will be automatically activated after both parties have signed. The PDF version of the contract can be downloaded by clicking on the blue ""**Download**"" below the timeline."
http://help.remotepass.com/en/articles/5267932-how-to-submit-timesheets-for-payg-contracts,How to submit timesheets for PAYG contracts?,"How to submit timesheets for PAYG contracts?

Learn how to submit your working hours for Pay As You Go contracts.

As a remote team member on a **pay as you go** contract, you can easily submit your working hours for your manager's approval.

1. Go to the **contract details** page.
2. Click on the **submitted work** tab, then **add new work** button.
3. Select the **date** of your working hours, give a **name** to your submission (i.e. project name or # of working hours), enter the **amount** of working hours, select the **type of service** (call vs. research).
4. Click on **submit**.

That's it! Your assigned manager will be notified and once approved you will receive an email notification and the corresponding amount will be automatically added to your next payment."
http://help.remotepass.com/en/articles/9367267-how-to-submit-milestones-for-milestone-contracts,How to submit Milestones for Milestone contracts?,"# How to submit Milestones for Milestone contracts?

Learn how to submit milestones/projects for Milestone contracts.

As a remote team member on a **Milestone** contract, you can easily submit your work/task for your manager's approval.

1. Go to the **contract details** page.
2. Click on the **Milestones** tab, then **add milestone** button.
3. Select the **Name** of your Milestone (i.e. Design Work, Front-end set up), enter the **amount** associated to the Milestone (i.e. $500, $2000 etc.), and **Add an attachment** if needed (optional).
4. Click on **Add**.

That's it! Your assigned manager will be notified and once approved you will receive an email notification and the corresponding amount will be automatically added to your next payment."
http://help.remotepass.com/en/articles/6436265-usd-transfers-to-a-usd-bank-account-outside-of-the-united-states,USD transfers to a USD bank account outside of the United States,"USD transfers to a USD bank account outside of the United States

USD Transfers to **USD bank accounts outside of the United States** are processed through the SWIFT banking network and might incur additional fees deducted by intermediary banks meaning that the receiver sometimes gets less money than the amount sent by the sender.

The intermediary fees can vary between $3 and $80. Our banking partners typically have the ability to predict the intermediary fee for the countries listed in the table below, _but there may be instances where it is not possible to do so for every transaction._

In cases where we are unable to accurately predict the intermediary fee, the recipient will be charged a **sending fee** on RemotePass of 12.38 USD.

When the **intermediary fee can be accurately predicted**, we will apply the fee indicated in the table to ensure that the recipient is charged the minimum amount possible."
http://help.remotepass.com/en/articles/5049748-how-to-submit-an-expense,How to submit an expense?,"How to submit an expense?

Learn how to submit your expenses for approval in a few clicks.

As a remote team member, you can easily submit your expenses directly on RemotePass and it will be sent to the assigned manager for approval.

1. Open the contract & click on the '**Expenses**' tab.
2. Click on the '**Add an Expense**' button.
3. Upload a **picture** of the receipt, enter a **title** of the expense (i.e. Trip to client X), select the **category**, and enter the **amount** and **currency**.
4. Click on Submit.

Your assigned manager will be notified and once approved you will receive an email notification and the amount will be automatically added to your next payment."
http://help.remotepass.com/en/articles/4877786-how-to-add-a-bank-account-to-receive-payments,How to add a bank account to receive payments?,I cannot access the content from the provided URL due to authorization errors with the web scraping tools.
http://help.remotepass.com/en/articles/4361350-how-do-i-withdraw-money-from-remotepass,How do I withdraw money from RemotePass?,"How do I withdraw money from RemotePass?

Learn how to transfer your money after you get paid.

You can withdraw your funds in 126+ currencies from virtually anywhere in the world:
* Go to the homepage & click on the blue '**Withdraw'** button located in the “**Balance**” bloc.
* Select the **balance** and click on withdraw.
* You will be guided on the step by step process to select your withdraw method, currency & account information.
* On the review step, you see a recap of the transfer and the date of when the money should arrive in your account.

You can also activate auto-withdraw and every time you get paid, the money will automatically be transferred to your default account."
http://help.remotepass.com/en/articles/4361351-what-withdrawal-methods-are-available-on-remotepass,What withdrawal methods are available on RemotePass?,"**What withdrawal methods are available on RemotePass?**

Learn about the available withdrawal methods on RemotePass.

You can withdraw funds using multiple withdrawal methods:

| Method                  | Fees                                               | ETA                     | Minimum Withdrawal Amount |
|------------------------|----------------------------------------------------|-------------------------|---------------------------|
| Bank Transfer           | Dependent on the selected currency and bank country | 1 to 6 business days. (Fees breakdown and ETA are displayed on the recap step of the withdrawal process and under the transactions page.) | $50                       |
| Payoneer               | 1%                                                | Instant                 | $50                       |
| Paypal                 | 2.5%                                              | ±2 hours                | $50                       |
| Coinbase               | 1.5%                                              | ±2 hours                | $50                       |
| Instant Card Payout    | More details                                      | 2% with a minimum fee of $5 and a maximum fee of $15 | Instant                   | $15                       |
| RemotePass Debit Card   | More details                                      | No fees                 | Instant                   | No minimum amount         |

Note: USD SWIFT transfers might carry extra fees by intermediary banks.

Here is a step-by-step on how to request a withdrawal.

RemotePass does not charge any extra fees."
http://help.remotepass.com/en/articles/4361354-how-long-does-it-take-for-the-withdrawal,How long does it take for the withdrawal?,"**How long does it take for the withdrawal?**

Learn how fast you can receive your money.

**To Bank account**
* Depending on your bank, it takes anywhere from 15 minutes to 5 business days. During the withdraw process, on the '**Review**' step, we would show the date by which your money will arrive in your account.

**To Paypal**
* It takes a couple of hours to receive the funds in your Paypal account."
http://help.remotepass.com/en/articles/4361352-what-currencies-can-i-withdraw-in,What currencies can I withdraw in?,"What currencies can I withdraw in?
Learn about the available withdraw currencies

You can withdraw your funds in 100+ currencies. For bank transfers, RemotePass partners with the leading payment processors to ensure the fastest & most cost-effective way for you to receive your funds."
http://help.remotepass.com/en/articles/4546779-how-to-activate-auto-withdraw,How to activate auto-withdraw?,"How to activate auto-withdraw?

Learn how to automatically transfer funds to your account.

With auto-withdraw, every time you get paid the money will automatically be transferred to your default account. 

To activate auto-withdraw:
* Go to the homepage & click on profile icon and then '**Profile settings**'
* Select the '**Withdraw**' tab
* Set a **default** account
* Click to enable the switch button '**Auto-withdraw to default account**'."
http://help.remotepass.com/en/articles/4361360-can-i-split-my-balance-upon-withdrawal,Can I split my balance upon withdrawal?,"**Can I split my balance upon withdrawal?**

Learn how to withdraw your balance partially.

Split or partial withdrawals are supported for balances in **AED, USD, EUR, SGD, GBP, and VND**. You have the option to withdraw your funds either in full or partially.

* Go to the activity page and press the blue **Withdraw** button found within the **Balance** section.
* Choose the desired withdrawal **amount**, then click on **Confirm & Withdraw**.
* Follow the _step-by-step_ instructions to select your preferred withdrawal method, currency, and account details."
